"","count","treat"
"Ssid_001",106.927236785371,"CC"
"Ssid_002",175.606815824843,"CC"
"Ssid_003",212.381878744339,"CC"
"Ssid_004",118.207704234477,"CC"
"Ssid_005",116.28439464382,"CC"
"Ssid_006",119.645486003612,"CC"
"Ssid_007",131.192618455168,"CC"
"Ssid_008",230.080923019737,"CC"
"Ssid_009",227.090333688747,"CC"
"Ssid_010",174.06099986072,"CC"
"Ssid_011",88.7802666146698,"CC"
"Ssid_012",131.506496569646,"CC"
"Ssid_013",124.023122120374,"CC"
"Ssid_014",104.121382584718,"CC"
"Ssid_015",104.254787586878,"CC"
"Ssid_016",124.615952194892,"CC"
"Ssid_017",120.232921113931,"CC"
"Ssid_018",109.446098671862,"CC"
"Ssid_019",120.233505789049,"CC"
"Ssid_020",91.8964769463799,"CH"
"Ssid_021",104.294426676769,"CH"
"Ssid_022",99.9590930698016,"CH"
"Ssid_023",202.588825892874,"CH"
"Ssid_024",202.120623327734,"CH"
"Ssid_025",150.112622947836,"CH"
"Ssid_026",197.933566310816,"CH"
"Ssid_027",220.075436603263,"CH"
"Ssid_028",216.625958133761,"CH"
"Ssid_029",108.242268672312,"CH"
"Ssid_030",114.388838579834,"CH"
"Ssid_031",155.694987825566,"CH"
"Ssid_032",167.847198764603,"CH"
"Ssid_033",96.1752944643871,"CH"
"Ssid_035",140.573569759119,"CH"
"Ssid_036",113.706916676021,"CH"
"Ssid_037",106.255587134417,"CH"
"Ssid_038",128.030855042808,"CH"
"Ssid_039",86.6189421412546,"CH"
"Ssid_040",98.2788889444606,"LC"
"Ssid_041",154.360812603233,"LC"
"Ssid_042",97.9563778647091,"LC"
"Ssid_043",152.786276457277,"LC"
"Ssid_044",86.7675025738473,"LC"
"Ssid_045",89.738197364186,"LC"
"Ssid_046",144.407880787766,"LC"
"Ssid_047",135.96729946635,"LC"
"Ssid_048",147.80954836834,"LC"
"Ssid_049",99.1870641915167,"LC"
"Ssid_050",108.246567149714,"LC"
"Ssid_051",103.164723677716,"LC"
"Ssid_052",100.846513378922,"LC"
"Ssid_053",137.405078707069,"LC"
"Ssid_054",155.676286155638,"LC"
"Ssid_055",98.1265278574563,"LC"
"Ssid_056",125.632390361213,"LC"
"Ssid_057",89.0775639089421,"LC"
"Ssid_058",114.675669241039,"LC"
"Ssid_059",91.2712808587157,"LC"
"Ssid_060",90.5225982548836,"LH"
"Ssid_061",120.09062838028,"LH"
"Ssid_062",213.207895378749,"LH"
"Ssid_063",124.418701078556,"LH"
"Ssid_064",138.113623809594,"LH"
"Ssid_065",160.748027113089,"LH"
"Ssid_066",142.125983112069,"LH"
"Ssid_067",107.344231382123,"LH"
"Ssid_068",165.06184671683,"LH"
"Ssid_069",124.722123312872,"LH"
"Ssid_070",166.910810640269,"LH"
"Ssid_071",187.196461632524,"LH"
"Ssid_072",156.729696738346,"LH"
"Ssid_073",255.786013187111,"LH"
"Ssid_074",100.049254776736,"LH"
"Ssid_075",121.554093714023,"LH"
"Ssid_077",148.060221932222,"LH"
"Ssid_078",134.13089174731,"LH"
"Ssid_079",163.774347768805,"LH"
